"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1098,113,1098,115,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1108,52,1108,54,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1130,81,1130,91,"'postalCode' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1140,9,1140,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1153,48,1153,50,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1153,111,1153,113,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1153,188,1153,190,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1206,49,1206,51,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1212,9,1212,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,50,1227,52,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,117,1227,119,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,195,1227,197,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,249,1227,251,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,314,1227,316,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1227,390,1227,392,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1228,53,1228,55,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1228,120,1228,122,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1228,198,1228,200,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1228,252,1228,254,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1228,317,1228,319,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1243,53,1243,55,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1243,84,1243,86,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1266,9,1266,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1268,13,1268,28,"'globalTranCheck' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1275,41,1275,43,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1289,13,1289,24,"'simplRecord' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1290,13,1290,30,"'generalWorkflowRT' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1291,13,1291,30,"'networkWorkflowRT' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1292,13,1292,31,"'ProviderWorkflowRT' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1293,13,1293,29,"'ProntoWorkflowRT' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1296,9,1296,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1297,9,1297,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1298,9,1298,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1310,60,1310,62,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"curly","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1328,21,1328,58,"Expected { after 'else'.","https://eslint.org/docs/latest/rules/curly"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1334,17,1334,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1344,32,1344,37,"'event' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1344,38,1344,44,"'helper' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1350,40,1350,45,"'event' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1350,46,1350,52,"'helper' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1351,9,1351,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1355,9,1355,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1361,9,1361,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1371,9,1371,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-useless-assignment","eslint",2,"ErrorProne,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1384,13,1384,19,"This assigned value is not used in subsequent statements.","https://eslint.org/docs/latest/rules/no-useless-assignment"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1392,9,1392,20,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1406,17,1406,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1410,21,1410,27,"'msType' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1413,17,1413,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1431,24,1431,26,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1451,13,1451,24,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1454,17,1454,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1459,21,1459,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1468,29,1468,40,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1471,25,1471,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1484,25,1484,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1506,17,1506,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1512,21,1512,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1513,21,1513,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1518,46,1518,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1522,46,1522,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1525,29,1525,40,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1528,46,1528,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1533,46,1533,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1537,46,1537,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1562,59,1562,65,"'newPCR' is defined but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1580,13,1580,21,"'infoType' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1582,13,1582,23,"'heightType' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1593,41,1593,43,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1593,84,1593,86,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"curly","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1600,13,1600,60,"Expected { after 'if' condition.","https://eslint.org/docs/latest/rules/curly"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1615,84,1615,86,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1615,136,1615,138,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1620,85,1620,87,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1620,150,1620,152,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1633,49,1633,51,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1633,123,1633,125,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"curly","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1659,13,1659,105,"Expected { after 'if' condition.","https://eslint.org/docs/latest/rules/curly"
"curly","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1664,17,1664,109,"Expected { after 'if' condition.","https://eslint.org/docs/latest/rules/curly"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1697,13,1697,19,"'tinMsg' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1715,13,1715,36,"'listOfActiveSerLocation' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1726,17,1726,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1736,21,1736,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1737,21,1737,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-useless-assignment","eslint",2,"ErrorProne,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1740,25,1740,44,"This assigned value is not used in subsequent statements.","https://eslint.org/docs/latest/rules/no-useless-assignment"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1744,65,1744,67,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-self-assign","eslint",2,"Recommended,ErrorProne,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1749,69,1749,108,"'activeSLResponse[i].telehealthIndicator' is assigned to itself.","https://eslint.org/docs/latest/rules/no-self-assign"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1759,25,1759,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1762,25,1762,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1774,21,1774,32,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-redeclare","eslint",3,"Recommended,BestPractices,JavaScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1777,29,1777,30,"'i' is already defined.","https://eslint.org/docs/latest/rules/no-redeclare"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1778,58,1778,60,"Expected '!==' and instead saw '!='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1780,94,1780,96,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1788,25,1788,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1790,25,1790,36,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1814,17,1814,28,"Unexpected console statement. Only these console methods are allowed: warn, error.","https://eslint.org/docs/latest/rules/no-console"
"curly","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1843,13,1843,73,"Expected { after 'if' condition.","https://eslint.org/docs/latest/rules/curly"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1845,72,1845,74,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
"eqeqeq","eslint",3,"BestPractices,JavaScript,TypeScript","project/unpackaged/aura/PDMS_COMP_ManualCaseCreation/PDMS_COMP_ManualCaseCreationHelper.js",1847,46,1847,48,"Expected '===' and instead saw '=='.","https://eslint.org/docs/latest/rules/eqeqeq"
