"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"FormalParameterNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","project/unpackaged/classes/ContactActions.cls",283,44,283,64,"The method parameter name 'CMMExternalID' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/ContactActions.cls",319,15,395,2,"The method 'createAccounts(List<Contact>)' has a NCSS line count of 47 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_ASRTriggerHandlerTest.cls",9,1,9,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_ASRTriggerHandlerTest.cls",12,5,12,15,"The annotation @testSetup should be in PascalCase: @TestSetup","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_ASRTriggerHandlerTest.cls",12,23,136,6,"The method 'setup()' has a NCSS line count of 71 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_ASRTriggerHandlerTest.cls",138,5,138,12,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",8,1,8,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",11,5,11,15,"The annotation @testSetup should be in PascalCase: @TestSetup","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",11,23,152,6,"The method 'setup()' has a NCSS line count of 84 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",153,5,153,12,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",190,9,190,16,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",219,9,219,16,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASRAutomationBatchHandlerTest.cls",238,9,238,16,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASR_AutomationBatchTest.cls",8,1,8,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASR_AutomationBatchTest.cls",11,5,11,15,"The annotation @testSetup should be in PascalCase: @TestSetup","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_BCH_ASR_AutomationBatchTest.cls",11,23,118,6,"The method 'setup()' has a NCSS line count of 62 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_BCH_ASR_AutomationBatchTest.cls",119,5,119,12,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",16,21,3168,2,"The class 'PDMS_CNTRL_AcceptOwnership' has a NCSS line count of 1,326 (limit: 500, highest: 238).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",18,56,18,60,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",36,57,36,61,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",37,58,37,62,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",60,19,218,6,"The method 'assignProviderOwnership(String,list<String>,Boolean)' has a NCSS line count of 65 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",60,109,60,133,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",227,121,227,140,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",792,19,1303,6,"The method 'getAllRelatedMessagesFromPCR(case,String)' has a NCSS line count of 238 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1307,20,1390,6,"The method 'getAllRelatedCAPMessages(case,String)' has a NCSS line count of 40 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1393,5,1393,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1394,5,1394,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1468,73,1468,93,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1485,19,1615,6,"The method 'AllowUserRoleToAcceptPCR(case)' has a NCSS line count of 42 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1679,77,1679,95,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",1963,115,1963,139,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidFutureAnnotation","pmd",4,"Recommended,BestPractices,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",2789,5,2789,12,"Usage of @Future annotation should be limited. Consider implementing the Queueable interface instead.","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_bestpractices.html#avoidfutureannotation"
"AvoidFutureAnnotation","pmd",4,"Recommended,BestPractices,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",2815,5,2815,12,"Usage of @Future annotation should be limited. Consider implementing the Queueable interface instead.","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_bestpractices.html#avoidfutureannotation"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",2995,65,2995,93,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",3072,40,3072,59,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",3072,61,3072,77,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnership.cls",3072,97,3072,112,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",8,1,8,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",9,9,4224,2,"The class 'PDMS_CNTRL_AcceptOwnershipTest' has a NCSS line count of 2,374 (limit: 500, highest: 292).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",12,5,12,15,"The annotation @testSetup should be in PascalCase: @TestSetup","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",13,12,143,6,"The method 'InitTest()' has a NCSS line count of 56 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",145,30,266,6,"The method 'testAcceptOwner()' has a NCSS line count of 66 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",317,30,415,6,"The method 'testAcceptOwnerCovElse()' has a NCSS line count of 67 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",763,30,887,6,"The method 'testPCRMessage()' has a NCSS line count of 56 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",1737,30,1806,6,"The method 'testgetAllRelatedMessagesFromPCR()' has a NCSS line count of 55 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",1938,31,2291,6,"The method 'testgetAllRelatedMessagesFromPCR3()' has a NCSS line count of 292 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",2384,30,2466,6,"The method 'testupdateAcknowledgeMessages()' has a NCSS line count of 54 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",3397,30,3461,6,"The method 'testAcceptOwner2()' has a NCSS line count of 40 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_AcceptOwnershipTest.cls",3464,32,3573,6,"The method 'testAcceptOwner3()' has a NCSS line count of 77 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxy.cls",84,79,84,101,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxy.cls",251,5,251,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxyTest.cls",12,1,12,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxyTest.cls",16,5,16,15,"The annotation @testSetup should be in PascalCase: @TestSetup","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxyTest.cls",34,5,34,12,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxyTest.cls",45,5,45,12,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_ContinuationProxyTest.cls",87,30,138,6,"The method 'testGroupCalloutUsingContinuation()' has a NCSS line count of 43 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_Contract_SearchTest.cls",8,1,8,8,"The annotation @isTest should be in PascalCase: @IsTest","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_Contract_SearchTest.cls",143,30,187,6,"The method 'testwrapChargeMasterData()' has a NCSS line count of 43 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_Contract_SearchTest.cls",188,30,233,6,"The method 'testwrapChargeMasterDataElse()' has a NCSS line count of 44 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_Contract_SearchTest.cls",234,30,292,6,"The method 'testwrapChargeMasterDataElse1()' has a NCSS line count of 57 (limit: 40).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"NcssCount","pmd",3,"Recommended,Apex,Custom","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",12,26,5929,2,"The class 'PDMS_CNTRL_CoreDetails' has a NCSS line count of 2,785 (limit: 500, highest: 397).","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#ncsscount"
"PropertyNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",73,26,73,31,"The static property name 'm_sid' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#propertynamingconventions"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",74,49,74,53,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",84,9,84,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",84,9,84,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",84,9,84,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",85,9,85,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",85,9,85,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",85,9,85,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",92,9,92,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",92,9,92,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",92,9,92,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",93,9,93,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",93,9,93,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",93,9,93,21,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",101,5,101,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",102,5,102,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",103,5,103,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",104,5,104,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",105,5,105,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",106,5,106,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",107,4,107,16,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",108,5,108,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",109,5,109,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",110,5,110,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",111,5,111,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
